Frame,Wheelset,Frame_Flat_Time,Frame_Climb_Time,Frame_Aero_St,Frame_Weight_St,Frame_Price,Frame_Type,Frame_Level,Wheel_Flat_Time,Wheel_Climb_Time,Wheel_Aero_St,Wheel_Weight_St,Wheel_Price,Wheel_Level,Flat_Time,Climb_Time
Trek Emonda,ENVE 8.9,3093.5,2938,2,4,0,Standard,0,3041.5,2972.5,4,1,205900,31,3049.9542048362277,2942.995557492477
Zwift Carbon,ENVE 8.9,3096,2987,2,3,0,Standard,0,3041.5,2972.5,4,1,205900,31,3056.7258097744875,2991.995557492488
Cann CAAD12,ENVE 8.9,3095,2970.5,2,2,184500,Standard,2,3041.5,2972.5,4,1,205900,31,3054.858525823873,2975.4955574924847
Rid Helium,ENVE 8.9,3094,2958,2,3,461500,Standard,3,3041.5,2972.5,4,1,205900,31,3052.36161224363,2962.9955574924816
Spec Allez,ENVE 8.9,3094.5,2973.5,2,2,127800,Standard,4,3041.5,2972.5,4,1,205900,31,3054.4634640954782,2978.495557492485
Spec Roub,ENVE 8.9,3094,2955,2,3,461500,Standard,5,3041.5,2972.5,4,1,205900,31,3052.157908539927,2959.995557492481
Spec Roub S-Works,ENVE 8.9,3093,2946.5,2,3,745500,Standard,5,3041.5,2972.5,4,1,205900,31,3050.3832171819045,2951.4955574924793
Spec Ruby,ENVE 8.9,3094,2955,2,3,461500,Standard,5,3041.5,2972.5,4,1,205900,31,3052.157908539927,2959.995557492481
Spec Ruby S-Works,ENVE 8.9,3093.5,2946.5,2,3,745500,Standard,5,3041.5,2972.5,4,1,205900,31,3050.9819826140033,2951.4955574924793
Spec Tarmac SL7,ENVE 8.9,3090,2958,3,3,674500,Standard,5,3041.5,2972.5,4,1,205900,31,3049.1393900214057,2962.9955574924834
Chapter2 Tere,ENVE 8.9,3093.5,2941.5,2,4,390500,Standard,6,3041.5,2972.5,4,1,205900,31,3050.191859157215,2946.495557492478
Ribble End,ENVE 8.9,3087,2966,3,3,390500,Standard,7,3041.5,2972.5,4,1,205900,31,3046.090007305356,2970.995557492484
Zwift Steel,ENVE 8.9,3099.5,2995.5,1,2,142000,Standard,7,3041.5,2972.5,4,1,205900,31,3060.3770443423887,3000.4955574924875
Factor One,ENVE 8.9,3084.5,2966,3,3,426000,Standard,8,3041.5,2972.5,4,1,205900,31,3043.0961801448634,2970.9955574924825
Focus Izalco,ENVE 8.9,3082.5,2950,3,3,426000,Standard,8,3041.5,2972.5,4,1,205900,31,3039.614698663386,2954.9955574924784
Giant TCR Disc,ENVE 8.9,3091,2959,2,3,305300,Standard,8,3041.5,2972.5,4,1,205900,31,3048.8369208856066,2963.9955574924807
Cann EVO,ENVE 8.9,3093,2934.5,2,4,213000,Standard,9,3041.5,2972.5,4,1,205900,31,3049.117785083142,2939.4955574924766
Rid Noah Fast,ENVE 8.9,3083.5,2964.5,3,3,426000,Standard,9,3041.5,2972.5,4,1,205900,31,3041.796797428815,2969.4955574924816
Canyon Aero 2021,ENVE 8.9,3079,2941,3,3,568000,Standard,10,3041.5,2972.5,4,1,205900,31,3034.812229527587,2945.9955574924757
Canyon Ult,ENVE 8.9,3093,2940,2,4,461500,Standard,10,3041.5,2972.5,4,1,205900,31,3049.4912418732642,2944.9955574924775
Specialized Shiv,ENVE 8.9,2998,3011,4,1,710000,TT,10,3041.5,2972.5,4,1,205900,31,2945.034451749833,3015.995557492457
Specialized Shiv S-Works,ENVE 8.9,2998,3002,4,1,852000,TT,10,3041.5,2972.5,4,1,205900,31,2944.423340638724,3006.995557492455
Spec Tarmac Pro,ENVE 8.9,3093,2936,2,4,408300,Standard,11,3041.5,2972.5,4,1,205900,31,3049.2196369349936,2940.995557492477
Cann Synapse,ENVE 8.9,3093.5,2951,2,3,298200,Standard,12,3041.5,2972.5,4,1,205900,31,3051.287538169558,2955.99555749248
Van Rysel EDR,ENVE 8.9,3094.5,2960,2,3,326600,Standard,12,3041.5,2972.5,4,1,205900,31,3053.096180144864,2964.995557492482
Cervelo S3D,ENVE 8.9,3083.5,2972.5,3,2,468600,Standard,13,3041.5,2972.5,4,1,205900,31,3042.790624589307,2977.495557492484
Giant TCR,ENVE 8.9,3091.5,2945.5,3,3,745500,Standard,14,3041.5,2972.5,4,1,205900,31,3050.0869208856047,2950.4955574924816
Spec Allez Spr,ENVE 8.9,3083,2953,3,3,127800,Standard,14,3041.5,2972.5,4,1,205900,31,3040.4171677991876,2957.9955574924793
Cervelo P5,ENVE 8.9,2991,3003.5,4,1,710000,TT,15,3041.5,2972.5,4,1,205900,31,2936.142476441196,3008.4955574924525
Bridgestn SR9s,ENVE 8.9,3093,2937.5,2,4,511200,Standard,15,3041.5,2972.5,4,1,205900,31,3049.321488786845,2942.495557492477
Moots Vamoots,ENVE 8.9,3094.5,2975,2,2,852000,Standard,15,3041.5,2972.5,4,1,205900,31,3054.5653159473295,2979.995557492485
Mosaic RT-1d,ENVE 8.9,3094.5,2975,2,2,852000,Standard,15,3041.5,2972.5,4,1,205900,31,3054.5653159473295,2979.995557492485
Ventum One,ENVE 8.9,2994.5,3035,3,3,638900,Standard,15,3041.5,2972.5,4,1,205900,31,2940.0035875523045,3039.9955574924543
Chapter2 Rere,ENVE 8.9,3088,2963,3,3,355000,Standard,16,3041.5,2972.5,4,1,205900,31,3047.08383446585,2967.9955574924834
Parlee ESX,ENVE 8.9,3091.5,2959.5,3,3,603500,Standard,16,3041.5,2972.5,4,1,205900,31,3051.0375381695526,2964.4955574924843
Quintana Roo V-PR,ENVE 8.9,2998,3010,4,1,638600,TT,16,3041.5,2972.5,4,1,205900,31,2944.966550515265,3014.9955574924566
Scott Foil,ENVE 8.9,3088,2952.5,3,3,781000,Standard,17,3041.5,2972.5,4,1,205900,31,3046.3708715028893,2957.4955574924816
Scott Plasma,ENVE 8.9,2998,3003,4,1,852000,TT,17,3041.5,2972.5,4,1,205900,31,2944.4912418732915,3007.995557492455
Chapter2 Toa,ENVE 8.9,3080,2943,3,3,426000,Standard,18,3041.5,2972.5,4,1,205900,31,3036.14556286092,2947.995557492476
Colnago V3RS,ENVE 8.9,3094,2951.5,2,3,695800,Standard,18,3041.5,2972.5,4,1,205900,31,3051.92025421894,2956.4955574924807
Spec Venge,ENVE 8.9,3080,2963,3,3,461500,Standard,18,3041.5,2972.5,4,1,205900,31,3037.503587552274,2967.9955574924797
Specialized Shiv Disc,ENVE 8.9,2986,3011,4,1,994000,TT,18,3041.5,2972.5,4,1,205900,31,2930.664081379469,3015.9955574924516
BMC SLR01,ENVE 8.9,3093.5,2947,2,3,376200,Standard,19,3041.5,2972.5,4,1,205900,31,3051.015933231287,2951.9955574924793
Canyon Ult CFR,ENVE 8.9,3092,2935,2,4,639000,Standard,19,3041.5,2972.5,4,1,205900,31,3047.954204836229,2939.995557492476
Uran Nuclear,ENVE 8.9,3077,2949,3,3,184500,Standard,19,3041.5,2972.5,4,1,205900,31,3032.960377675735,2953.995557492476
Felt FR,ENVE 8.9,3090,2940,3,3,851900,Standard,20,3041.5,2972.5,4,1,205900,31,3047.9171677991867,2944.99555749248
Trek Madone,ENVE 8.9,3079,2952,3,3,887500,Standard,20,3041.5,2972.5,4,1,205900,31,3035.559143107832,2956.9955574924775
Canyon Speedmax,ENVE 8.9,2998,3012.5,4,1,710000,TT,21,3041.5,2972.5,4,1,205900,31,2945.1363036016846,3017.495557492457
BMC Road,ENVE 8.9,3094.5,2964,2,3,780900,Standard,21,3041.5,2972.5,4,1,205900,31,3053.3677850831345,2968.995557492483
Giant Propel,ENVE 8.9,3081.5,2954.5,3,3,816500,Standard,22,3041.5,2972.5,4,1,205900,31,3038.722723354744,2959.495557492479
Liv Langma Disc,ENVE 8.9,3089.5,2945,3,3,745500,Standard,22,3041.5,2972.5,4,1,205900,31,3047.657908539927,2949.9955574924807
Canyon Aero,ENVE 8.9,3081.5,2960,3,3,532500,Standard,23,3041.5,2972.5,4,1,205900,31,3039.0961801448666,2964.9955574924797
BMC Time Machine,ENVE 8.9,2998,3012,4,1,781000,TT,24,3041.5,2972.5,4,1,205900,31,2945.1023529844006,3016.995557492457
Cervelo R5,ENVE 8.9,3093.5,2941.5,2,4,461500,Standard,24,3041.5,2972.5,4,1,205900,31,3050.191859157215,2946.495557492478
Pin Dogma 65.1,ENVE 8.9,3091.5,2972,4,1,923000,TT,25,3041.5,2972.5,4,1,205900,31,3054.3554394041125,2976.9955574924916
Cervelo S5,ENVE 8.9,3079,2950,3,3,603500,Standard,25,3041.5,2972.5,4,1,205900,31,3035.4233406386966,2954.995557492477
Canyon Speedmax CF SLX,ENVE 8.9,2981,3009,4,1,891000,TT,26,3041.5,2972.5,4,1,205900,31,2924.5406245893482,3013.995557492449
BMC TeamMach,ENVE 8.9,3089.5,2942.5,3,3,832900,Standard,26,3041.5,2972.5,4,1,205900,31,3047.4881554535077,2947.49555749248
Trek Emonda SL,ENVE 8.9,3094,2943,2,3,142000,Standard,26,3041.5,2972.5,4,1,205900,31,3051.3430937251146,2947.995557492479
Cann SystemSix,ENVE 8.9,3080,2964.5,3,3,497000,Standard,27,3041.5,2972.5,4,1,205900,31,3037.6054394041257,2969.49555749248
Cervelo S5 2020,ENVE 8.9,3077,2949,3,3,852000,Standard,27,3041.5,2972.5,4,1,205900,31,3032.960377675735,2953.995557492476
Cube Aerium,ENVE 8.9,2998.5,3010.5,4,1,248500,TT,28,3041.5,2972.5,4,1,205900,31,2945.5992665646477,3015.4955574924566
Parlee RZ7,ENVE 8.9,3086,2961,3,3,511200,Standard,28,3041.5,2972.5,4,1,205900,31,3044.5529702683207,2965.9955574924825
Pin Dogma F10,ENVE 8.9,3086,2952.5,3,2,603500,Standard,29,3041.5,2972.5,4,1,205900,31,3044.4264270584454,2957.4955574924816
Pinarello Bolide,ENVE 8.9,2999,3020,3,3,958500,Standard,29,3041.5,2972.5,4,1,205900,31,2944.3739579226753,3024.995557492454
Spec Amira,ENVE 8.9,3093.5,2946,2,3,142000,Standard,31,3041.5,2972.5,4,1,205900,31,3050.9480319967192,2950.9955574924793
Spec Amira S-Works,ENVE 8.9,3093.5,2940,2,4,355000,Standard,31,3041.5,2972.5,4,1,205900,31,3050.090007305363,2944.9955574924775
Zwift Aero,ENVE 8.9,3085,2968,4,1,482800,TT,31,3041.5,2972.5,4,1,205900,31,3046.299883848561,2972.995557492488
Cube Lite,ENVE 8.9,3094,2942,2,3,177500,Standard,32,3041.5,2972.5,4,1,205900,31,3051.275192490547,2946.995557492479
Cube Lite C:68X,ENVE 8.9,3093,2936,2,4,373500,Standard,32,3041.5,2972.5,4,1,205900,31,3049.2196369349936,2940.995557492477
Pin Dogma F12,ENVE 8.9,3083,2949,3,4,1029500,Standard,32,3041.5,2972.5,4,1,205900,31,3039.694945576967,2953.9955574924784
Trek Speed Concept SLR 9,ENVE 8.9,2985.5,3042,4,1,958500,TT,32,3041.5,2972.5,4,1,205900,31,2932.170254218969,3046.9955574924566
Scott Plasma RC Ultimate,ENVE 8.9,2983,3001,4,1,1136000,TT,33,3041.5,2972.5,4,1,205900,31,2926.392476441201,3005.9955574924484
Scott Addict RC,ENVE 8.9,3082.5,2935,3,4,852000,Standard,33,3041.5,2972.5,4,1,205900,31,3038.1455628609206,2939.995557492475
Spec Venge S-Works,ENVE 8.9,3077,2946,3,3,798800,Standard,33,3041.5,2972.5,4,1,205900,31,3032.756673972032,2950.9955574924757
Felt IA 2.0,ENVE 8.9,2983,3001,4,1,1136000,TT,34,3041.5,2972.5,4,1,205900,31,2926.392476441201,3005.9955574924484
Felt AR,ENVE 8.9,3077,2946,3,3,639000,Standard,34,3041.5,2972.5,4,1,205900,31,3032.756673972032,2950.9955574924757
Spec Aethos,ENVE 8.9,3093,2930,2,4,923000,Standard,34,3041.5,2972.5,4,1,205900,31,3048.812229527587,2934.9955574924757
Diamondback Andean,ENVE 8.9,2998,3007.5,4,1,572900,TT,35,3041.5,2972.5,4,1,205900,31,2944.7967974288463,3012.495557492456
Cann SuperSix EVO,ENVE 8.9,3090,2940,3,4,816500,Standard,36,3041.5,2972.5,4,1,205900,31,3047.4665505152366,2944.9955574924797
Felt IA,ENVE 8.9,2984,3009.5,4,1,1065000,TT,37,3041.5,2972.5,4,1,205900,31,2928.1671677992235,3014.49555749245
Pin Dogma F8,ENVE 8.9,3091,2955,3,3,710000,Standard,39,3041.5,2972.5,4,1,205900,31,3050.133217181899,2959.9955574924834
Zwift Buffalo,ENVE 8.9,3106,3065.5,1,1,9500,Standard,40,3041.5,2972.5,4,1,205900,31,3073.364698663359,3070.495557492504
CADEX Tri,ENVE 8.9,2976.5,3006.5,4,1,1029500,TT,42,3041.5,2972.5,4,1,205900,31,2918.981982614043,3011.495557492446
Zwift Safety,ENVE 8.9,3097,3006.5,2,2,3550000,Standard,44,3041.5,2972.5,4,1,205900,31,3059.6980319967047,3011.4955574924925
Cervelo PX-Series,ENVE 8.9,2984.5,3010,4,1,1065000,TT,45,3041.5,2972.5,4,1,205900,31,2928.7998838486055,3014.99555749245
Zwift TT,ENVE 8.9,3016,3027,4,1,0,TT,0,3041.5,2972.5,4,1,205900,31,2967.676427058462,3031.9955574924675
Pinarello Bolide TT,Roval Alpinist,2999,3021,3,3,0,Standard,0,3072,2952,3,4,135300,32,2974.187244033828,3006.758033741889
Spec Tarmac,Roval Alpinist,3093.5,2941,2,4,0,Standard,0,3072,2952,3,4,135300,32,3079.9032934165157,2926.758033741912
Trek Emonda,Roval Alpinist,3093.5,2938,2,4,0,Standard,0,3072,2952,3,4,135300,32,3079.6995897128127,2923.7580337419113
Zwift Carbon,Roval Alpinist,3096,2987,2,3,0,Standard,0,3072,2952,3,4,135300,32,3086.4711946510724,2972.758033741922
Cann CAAD12,Roval Alpinist,3095,2970.5,2,2,184500,Standard,2,3072,2952,3,4,135300,32,3084.603910700458,2956.258033741919
Rid Helium,Roval Alpinist,3094,2958,2,3,461500,Standard,3,3072,2952,3,4,135300,32,3082.106997120215,2943.758033741916
Spec Allez,Roval Alpinist,3094.5,2973.5,2,2,127800,Standard,4,3072,2952,3,4,135300,32,3084.208848972063,2959.2580337419195
Spec Roub,Roval Alpinist,3094,2955,2,3,461500,Standard,5,3072,2952,3,4,135300,32,3081.903293416512,2940.7580337419154
Spec Roub S-Works,Roval Alpinist,3093,2946.5,2,3,745500,Standard,5,3072,2952,3,4,135300,32,3080.1286020584894,2932.2580337419136
Spec Ruby,Roval Alpinist,3094,2955,2,3,461500,Standard,5,3072,2952,3,4,135300,32,3081.903293416512,2940.7580337419154
Spec Ruby S-Works,Roval Alpinist,3093.5,2946.5,2,3,745500,Standard,5,3072,2952,3,4,135300,32,3080.727367490588,2932.2580337419136
Spec Tarmac SL7,Roval Alpinist,3090,2958,3,3,674500,Standard,5,3072,2952,3,4,135300,32,3078.8847748979906,2943.758033741918
Chapter2 Tere,Roval Alpinist,3093.5,2941.5,2,4,390500,Standard,6,3072,2952,3,4,135300,32,3079.9372440337997,2927.258033741912
Ribble End,Roval Alpinist,3087,2966,3,3,390500,Standard,7,3072,2952,3,4,135300,32,3075.8353921819407,2951.7580337419186
Zwift Steel,Roval Alpinist,3099.5,2995.5,1,2,142000,Standard,7,3072,2952,3,4,135300,32,3090.1224292189736,2981.2580337419217
Factor One,Roval Alpinist,3084.5,2966,3,3,426000,Standard,8,3072,2952,3,4,135300,32,3072.8415650214483,2951.758033741917
Focus Izalco,Roval Alpinist,3082.5,2950,3,3,426000,Standard,8,3072,2952,3,4,135300,32,3069.360083539971,2935.758033741913
Giant TCR Disc,Roval Alpinist,3091,2959,2,3,305300,Standard,8,3072,2952,3,4,135300,32,3078.5823057621915,2944.758033741915
Cann EVO,Roval Alpinist,3093,2934.5,2,4,213000,Standard,9,3072,2952,3,4,135300,32,3078.8631699597267,2920.258033741911
Rid Noah Fast,Roval Alpinist,3083.5,2964.5,3,3,426000,Standard,9,3072,2952,3,4,135300,32,3071.5421823054,2950.2580337419163
Canyon Aero 2021,Roval Alpinist,3079,2941,3,3,568000,Standard,10,3072,2952,3,4,135300,32,3064.557614404172,2926.7580337419104
Canyon Ult,Roval Alpinist,3093,2940,2,4,461500,Standard,10,3072,2952,3,4,135300,32,3079.236626749849,2925.7580337419117
Specialized Shiv,Roval Alpinist,2998,3011,4,1,710000,TT,10,3072,2952,3,4,135300,32,2974.779836626418,2996.7580337418913
Specialized Shiv S-Works,Roval Alpinist,2998,3002,4,1,852000,TT,10,3072,2952,3,4,135300,32,2974.168725515309,2987.7580337418894
Spec Tarmac Pro,Roval Alpinist,3093,2936,2,4,408300,Standard,11,3072,2952,3,4,135300,32,3078.9650218115785,2921.7580337419113
Cann Synapse,Roval Alpinist,3093.5,2951,2,3,298200,Standard,12,3072,2952,3,4,135300,32,3081.032923046143,2936.7580337419145
Van Rysel EDR,Roval Alpinist,3094.5,2960,2,3,326600,Standard,12,3072,2952,3,4,135300,32,3082.841565021449,2945.7580337419163
Cervelo S3D,Roval Alpinist,3083.5,2972.5,3,2,468600,Standard,13,3072,2952,3,4,135300,32,3072.5360094658918,2958.258033741918
Giant TCR,Roval Alpinist,3091.5,2945.5,3,3,745500,Standard,14,3072,2952,3,4,135300,32,3079.8323057621897,2931.2580337419163
Spec Allez Spr,Roval Alpinist,3083,2953,3,3,127800,Standard,14,3072,2952,3,4,135300,32,3070.1625526757725,2938.758033741914
Cervelo P5,Roval Alpinist,2991,3003.5,4,1,710000,TT,15,3072,2952,3,4,135300,32,2965.887861317781,2989.2580337418867
Bridgestn SR9s,Roval Alpinist,3093,2937.5,2,4,511200,Standard,15,3072,2952,3,4,135300,32,3079.0668736634298,2923.2580337419113
Moots Vamoots,Roval Alpinist,3094.5,2975,2,2,852000,Standard,15,3072,2952,3,4,135300,32,3084.3107008239144,2960.7580337419195
Mosaic RT-1d,Roval Alpinist,3094.5,2975,2,2,852000,Standard,15,3072,2952,3,4,135300,32,3084.3107008239144,2960.7580337419195
Ventum One,Roval Alpinist,2994.5,3035,3,3,638900,Standard,15,3072,2952,3,4,135300,32,2969.7489724288894,3020.758033741889
Chapter2 Rere,Roval Alpinist,3088,2963,3,3,355000,Standard,16,3072,2952,3,4,135300,32,3076.829219342435,2948.758033741918
Parlee ESX,Roval Alpinist,3091.5,2959.5,3,3,603500,Standard,16,3072,2952,3,4,135300,32,3080.7829230461375,2945.258033741919
Quintana Roo V-PR,Roval Alpinist,2998,3010,4,1,638600,TT,16,3072,2952,3,4,135300,32,2974.71193539185,2995.758033741891
Scott Foil,Roval Alpinist,3088,2952.5,3,3,781000,Standard,17,3072,2952,3,4,135300,32,3076.116256379474,2938.2580337419163
Scott Plasma,Roval Alpinist,2998,3003,4,1,852000,TT,17,3072,2952,3,4,135300,32,2974.2366267498765,2988.7580337418894
Chapter2 Toa,Roval Alpinist,3080,2943,3,3,426000,Standard,18,3072,2952,3,4,135300,32,3065.890947737505,2928.758033741911
Colnago V3RS,Roval Alpinist,3094,2951.5,2,3,695800,Standard,18,3072,2952,3,4,135300,32,3081.665639095525,2937.258033741915
Spec Venge,Roval Alpinist,3080,2963,3,3,461500,Standard,18,3072,2952,3,4,135300,32,3067.248972428859,2948.7580337419145
Specialized Shiv Disc,Roval Alpinist,2986,3011,4,1,994000,TT,18,3072,2952,3,4,135300,32,2960.4094662560537,2996.758033741886
BMC SLR01,Roval Alpinist,3093.5,2947,2,3,376200,Standard,19,3072,2952,3,4,135300,32,3080.761318107872,2932.7580337419136
Canyon Ult CFR,Roval Alpinist,3092,2935,2,4,639000,Standard,19,3072,2952,3,4,135300,32,3077.699589712814,2920.7580337419104
Uran Nuclear,Roval Alpinist,3077,2949,3,3,184500,Standard,19,3072,2952,3,4,135300,32,3062.70576255232,2934.758033741911
Felt FR,Roval Alpinist,3090,2940,3,3,851900,Standard,20,3072,2952,3,4,135300,32,3077.6625526757716,2925.758033741915
Trek Madone,Roval Alpinist,3079,2952,3,3,887500,Standard,20,3072,2952,3,4,135300,32,3065.304527984417,2937.758033741912
Canyon Speedmax,Roval Alpinist,2998,3012.5,4,1,710000,TT,21,3072,2952,3,4,135300,32,2974.8816884782696,2998.2580337418913
BMC Road,Roval Alpinist,3094.5,2964,2,3,780900,Standard,21,3072,2952,3,4,135300,32,3083.1131699597195,2949.758033741917
Giant Propel,Roval Alpinist,3081.5,2954.5,3,3,816500,Standard,22,3072,2952,3,4,135300,32,3068.468108231329,2940.2580337419136
Liv Langma Disc,Roval Alpinist,3089.5,2945,3,3,745500,Standard,22,3072,2952,3,4,135300,32,3077.403293416512,2930.7580337419154
Canyon Aero,Roval Alpinist,3081.5,2960,3,3,532500,Standard,23,3072,2952,3,4,135300,32,3068.8415650214515,2945.7580337419145
BMC Time Machine,Roval Alpinist,2998,3012,4,1,781000,TT,24,3072,2952,3,4,135300,32,2974.8477378609855,2997.7580337418913
Cervelo R5,Roval Alpinist,3093.5,2941.5,2,4,461500,Standard,24,3072,2952,3,4,135300,32,3079.9372440337997,2927.258033741912
Pin Dogma 65.1,Roval Alpinist,3091.5,2972,4,1,923000,TT,25,3072,2952,3,4,135300,32,3084.1008242806975,2957.758033741926
Cervelo S5,Roval Alpinist,3079,2950,3,3,603500,Standard,25,3072,2952,3,4,135300,32,3065.1687255152815,2935.7580337419117
Canyon Speedmax CF SLX,Roval Alpinist,2981,3009,4,1,891000,TT,26,3072,2952,3,4,135300,32,2954.286009465933,2994.758033741883
BMC TeamMach,Roval Alpinist,3089.5,2942.5,3,3,832900,Standard,26,3072,2952,3,4,135300,32,3077.2335403300926,2928.258033741915
Trek Emonda SL,Roval Alpinist,3094,2943,2,3,142000,Standard,26,3072,2952,3,4,135300,32,3081.0884786016995,2928.758033741913
Cann SystemSix,Roval Alpinist,3080,2964.5,3,3,497000,Standard,27,3072,2952,3,4,135300,32,3067.3508242807106,2950.258033741915
Cervelo S5 2020,Roval Alpinist,3077,2949,3,3,852000,Standard,27,3072,2952,3,4,135300,32,3062.70576255232,2934.758033741911
Cube Aerium,Roval Alpinist,2998.5,3010.5,4,1,248500,TT,28,3072,2952,3,4,135300,32,2975.3446514412326,2996.258033741891
Parlee RZ7,Roval Alpinist,3086,2961,3,3,511200,Standard,28,3072,2952,3,4,135300,32,3074.2983551449056,2946.758033741917
Pin Dogma F10,Roval Alpinist,3086,2952.5,3,2,603500,Standard,29,3072,2952,3,4,135300,32,3074.1718119350303,2938.258033741916
Pinarello Bolide,Roval Alpinist,2999,3020,3,3,958500,Standard,29,3072,2952,3,4,135300,32,2974.1193427992603,3005.7580337418885
Spec Amira,Roval Alpinist,3093.5,2946,2,3,142000,Standard,31,3072,2952,3,4,135300,32,3080.693416873304,2931.7580337419136
Spec Amira S-Works,Roval Alpinist,3093.5,2940,2,4,355000,Standard,31,3072,2952,3,4,135300,32,3079.835392181948,2925.7580337419117
Zwift Aero,Roval Alpinist,3085,2968,4,1,482800,TT,31,3072,2952,3,4,135300,32,3076.045268725146,2953.758033741922
Cube Lite,Roval Alpinist,3094,2942,2,3,177500,Standard,32,3072,2952,3,4,135300,32,3081.020577367132,2927.758033741913
Cube Lite C:68X,Roval Alpinist,3093,2936,2,4,373500,Standard,32,3072,2952,3,4,135300,32,3078.9650218115785,2921.7580337419113
Pin Dogma F12,Roval Alpinist,3083,2949,3,4,1029500,Standard,32,3072,2952,3,4,135300,32,3069.4403304535517,2934.7580337419126
Trek Speed Concept SLR 9,Roval Alpinist,2985.5,3042,4,1,958500,TT,32,3072,2952,3,4,135300,32,2961.915639095554,3027.758033741891
Scott Plasma RC Ultimate,Roval Alpinist,2983,3001,4,1,1136000,TT,33,3072,2952,3,4,135300,32,2956.137861317786,2986.7580337418826
Scott Addict RC,Roval Alpinist,3082.5,2935,3,4,852000,Standard,33,3072,2952,3,4,135300,32,3067.8909477375055,2920.7580337419095
Spec Venge S-Works,Roval Alpinist,3077,2946,3,3,798800,Standard,33,3072,2952,3,4,135300,32,3062.502058848617,2931.7580337419104
Felt IA 2.0,Roval Alpinist,2983,3001,4,1,1136000,TT,34,3072,2952,3,4,135300,32,2956.137861317786,2986.7580337418826
Felt AR,Roval Alpinist,3077,2946,3,3,639000,Standard,34,3072,2952,3,4,135300,32,3062.502058848617,2931.7580337419104
Spec Aethos,Roval Alpinist,3093,2930,2,4,923000,Standard,34,3072,2952,3,4,135300,32,3078.557614404172,2915.75803374191
Diamondback Andean,Roval Alpinist,2998,3007.5,4,1,572900,TT,35,3072,2952,3,4,135300,32,2974.542182305431,2993.2580337418904
Cann SuperSix EVO,Roval Alpinist,3090,2940,3,4,816500,Standard,36,3072,2952,3,4,135300,32,3077.2119353918215,2925.758033741914
Felt IA,Roval Alpinist,2984,3009.5,4,1,1065000,TT,37,3072,2952,3,4,135300,32,2957.9125526758085,2995.2580337418844
Pin Dogma F8,Roval Alpinist,3091,2955,3,3,710000,Standard,39,3072,2952,3,4,135300,32,3079.878602058484,2940.758033741918
Zwift Buffalo,Roval Alpinist,3106,3065.5,1,1,9500,Standard,40,3072,2952,3,4,135300,32,3103.110083539944,3051.258033741938
CADEX Tri,Roval Alpinist,2976.5,3006.5,4,1,1029500,TT,42,3072,2952,3,4,135300,32,2948.727367490628,2992.2580337418804
Zwift Safety,Roval Alpinist,3097,3006.5,2,2,3550000,Standard,44,3072,2952,3,4,135300,32,3089.4434168732896,2992.2580337419267
Cervelo PX-Series,Roval Alpinist,2984.5,3010,4,1,1065000,TT,45,3072,2952,3,4,135300,32,2958.5452687251905,2995.7580337418844
Zwift TT,Roval Alpinist,3016,3027,4,1,0,TT,0,3072,2952,3,4,135300,32,2997.421811935047,3012.7580337419017
Pinarello Bolide TT,Campy Bora 35,2999,3021,3,3,0,Standard,0,3085.5,2961.5,2,4,248500,33,2987.419562255861,3019.5002168766823
Spec Tarmac,Campy Bora 35,3093.5,2941,2,4,0,Standard,0,3085.5,2961.5,2,4,248500,33,3093.1356116385487,2939.5002168767055
Trek Emonda,Campy Bora 35,3093.5,2938,2,4,0,Standard,0,3085.5,2961.5,2,4,248500,33,3092.931907934845,2936.5002168767046
Zwift Carbon,Campy Bora 35,3096,2987,2,3,0,Standard,0,3085.5,2961.5,2,4,248500,33,3099.703512873105,2985.5002168767155
Cann CAAD12,Campy Bora 35,3095,2970.5,2,2,184500,Standard,2,3085.5,2961.5,2,4,248500,33,3097.8362289224906,2969.000216876713
Rid Helium,Campy Bora 35,3094,2958,2,3,461500,Standard,3,3085.5,2961.5,2,4,248500,33,3095.3393153422476,2956.500216876709
Spec Allez,Campy Bora 35,3094.5,2973.5,2,2,127800,Standard,4,3085.5,2961.5,2,4,248500,33,3097.441167194096,2972.0002168767132
Spec Roub,Campy Bora 35,3094,2955,2,3,461500,Standard,5,3085.5,2961.5,2,4,248500,33,3095.135611638545,2953.500216876709
Spec Roub S-Works,Campy Bora 35,3093,2946.5,2,3,745500,Standard,5,3085.5,2961.5,2,4,248500,33,3093.360920280522,2945.0002168767073
Spec Ruby,Campy Bora 35,3094,2955,2,3,461500,Standard,5,3085.5,2961.5,2,4,248500,33,3095.135611638545,2953.500216876709
Spec Ruby S-Works,Campy Bora 35,3093.5,2946.5,2,3,745500,Standard,5,3085.5,2961.5,2,4,248500,33,3093.9596857126207,2945.0002168767073
Spec Tarmac SL7,Campy Bora 35,3090,2958,3,3,674500,Standard,5,3085.5,2961.5,2,4,248500,33,3092.117093120023,2956.5002168767114
Chapter2 Tere,Campy Bora 35,3093.5,2941.5,2,4,390500,Standard,6,3085.5,2961.5,2,4,248500,33,3093.1695622558327,2940.0002168767055
Ribble End,Campy Bora 35,3087,2966,3,3,390500,Standard,7,3085.5,2961.5,2,4,248500,33,3089.0677104039733,2964.500216876712
Zwift Steel,Campy Bora 35,3099.5,2995.5,1,2,142000,Standard,7,3085.5,2961.5,2,4,248500,33,3103.354747441006,2994.000216876715
